Barranco,Ingrid,1961/10/26,Tethys,Female,Tethys,BirthNation,1961/10/26,Tethys,2013/7/1,2023/6/30,Executive,SVP/CFO,2003/9/30,Ingrid.Barranco@gastech.com.kronos,,,
Campo-Corrente,Ada,1951/11/26,Tethys,Female,Tethys,BirthNation,1951/11/26,Tethys,2013/7/14,2023/7/13,Executive,SVP/CIO,2004/10/5,Ada.Campo-Corrente@gastech.com.kronos,,,
Strum,Orhan,1963/10/18,Asteria,Male,Tethys,ParentCitizenship,1963/10/18,Tethys,2011/6/2,2021/6/1,Executive,SVP/COO,2003/8/7,Orhan.Strum@gastech.com.kronos,,,
Ovan,Bertrand,1964/12/12,Tethys,Male,Tethys,BirthNation,1964/12/12,Tethys,2008/10/3,2018/10/2,Facilities,Facilities Group Manager,1998/10/1,Bertrand.Ovan@gastech.com.kronos,TethanDefenseForceAir,HonorableDischarge,1993/10/1
Arpa,Emile,1992/10/1,Kronos,Male,Kronos,BirthNation,1992/10/1,,,,Facilities,Janitor,2013/3/18,Emile.Arpa@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2012/10/1
Awelon,Varro,1986/5/5,Kronos,Male,Kronos,BirthNation,1986/5/5,,,,Facilities,Janitor,2012/10/22,Varro.Awelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2006/10/1
Coginian,Dante,1971/12/1,Kronos,Male,Kronos,BirthNation,1971/12/1,,,,Facilities,Lead Janitor,1995/1/7,Dante.Coginian@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,1992/10/1
Hafon,Albina,1987/6/14,Kronos,Female,Kronos,BirthNation,1987/6/14,,,,Facilities,Truck Driver,2009/9/12,Albina.Hafon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007/10/1
Hawelon,Benito,1978/11/23,Kronos,Male,Kronos,BirthNation,1978/11/23,,,,Facilities,Truck Driver,2000/2/21,Benito.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1999/10/1
Hawelon,Claudio,1983/8/13,Kronos,Male,Kronos,BirthNation,1983/8/13,,,,Facilities,Truck Driver,2007/3/13,Claudio.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2003/10/1
Mies,Henk,1984/9/23,Kronos,Male,Kronos,BirthNation,1984/9/23,,,,Facilities,Truck Driver,2013/7/12,Henk.Mies@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2004/10/1
Morlun,Valeria,1981/9/22,Kronos,Female,Kronos,BirthNation,1981/9/22,,,,Facilities,Truck Driver,2003/12/2,Valeria.Morlun@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2001/10/1
Morlun,Adan,1984/10/9,Kronos,Male,Kronos,BirthNation,1984/10/9,,,,Facilities,Truck Driver,2006/1/14,Adan.Morlun@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2005/10/1
Morluniau,Cecilia,1988/9/2,Kronos,Female,Kronos,BirthNation,1988/9/2,,,,Facilities,Truck Driver,2009/4/30,Cecilia.Morluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2008/10/1
Nant,Irene,1985/3/13,Kronos,Female,Kronos,BirthNation,1985/3/13,,,,Facilities,Truck Driver,2008/11/30,Irene.Nant@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2005/10/1
Scozzese,Dylan,1986/5/25,Kronos,Male,Kronos,BirthNation,1986/5/25,,,,Facilities,Truck Driver,2007/3/1,Dylan.Scozzese@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2006/10/1
Bergen,Linnea,1969/7/10,Tethys,Female,Tethys,BirthNation,1969/7/10,Tethys,2004/4/29,2014/4/28,Information Technology,IT Group Manager,2004/7/4,Linnea.Bergen@gastech.com.kronos,,,
Alcazar,Lucas,1990/4/17,Tethys,Male,Tethys,BirthNation,1990/4/17,Tethys,2013/1/24,2023/1/23,Information Technology,IT Helpdesk,2010/11/30,Lucas.Alcazar@gastech.com.kronos,,,
Baza,Isak,1979/2/12,Tethys,Male,Tethys,BirthNation,1979/2/12,Tethys,2008/8/13,2018/8/12,Information Technology,IT Technician,2002/3/20,Isak.Baza@gastech.com.kronos,,,
Calixto,Nils,1982/3/26,Tethys,Male,Tethys,BirthNation,1982/3/26,Tethys,2012/6/12,2022/6/11,Information Technology,IT Technician,2004/10/19,Nils.Calixto@gastech.com.kronos,,,
Flecha,Sven,1986/11/11,Tethys,Male,Tethys,BirthNation,1986/11/11,Tethys,2006/10/9,2016/10/8,Information Technology,IT Technician,2010/10/15,Sven.Flecha@gastech.com.kronos,,,
Herrero,Kanon,1984/10/3,Tethys,Male,Tethys,BirthNation,1984/10/3,Tethys,2008/10/10,2018/10/9,Security,Badging Office,2008/11/20,Kanon.Herrero@gastech.com.kronos,,,
Lagos,Varja,1976/5/1,Tethys,Female,Tethys,BirthNation,1976/5/1,Tethys,2013/7/7,2023/7/6,Security,Badging Office,2006/10/1,Varja.Lagos@gastech.com.kronos,,,
Fusil,Stenig,1963/4/29,Tethys,Male,Tethys,BirthNation,1963/4/29,Tethys,2006/4/3,2016/4/2,Security,Building Control,2004/2/5,Stenig.Fusil@gastech.com.kronos,TethanDefenseForceArmy,HonorableDischarge,1987/10/1
Mies,Minke,1992/11/19,Kronos,Male,Kronos,BirthNation,1992/11/19,,,,Security,Perimeter Control,2013/5/22,Minke.Mies@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2011/10/1
Osvaldo,Hennie,1988/5/31,Kronos,Male,Kronos,BirthNation,1988/5/31,,,,Security,Perimeter Control,2011/6/7,Hennie.Osvaldo@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2010/10/1
Vann,Isia,1986/12/13,Kronos,Male,Kronos,BirthNation,1986/12/13,,,,Security,Perimeter Control,2007/12/14,Isia.Vann@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007/10/1
Vann,Edvard,1991/3/18,Kronos,Male,Kronos,BirthNation,1991/3/18,,,,Security,Perimeter Control,2013/8/15,Edvard.Vann@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2011/10/1
Resumir,Felix,1959/6/30,Tethys,Male,Tethys,BirthNation,1959/6/30,Tethys,2005/3/20,2015/3/19,Security,Security Group Manager,2003/9/15,Felix.Resumir@gastech.com.kronos,TethanDefenseForceArmy,HonorableDischarge,1997/10/1
Bodrogi,Loreto,1989/4/17,Kronos,Male,Kronos,BirthNation,1989/4/17,,,,Security,Site Control,2013/8/17,Loreto.Bodrogi@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2008/10/1
Cocinaro,Hideki,1980/12/25,Tethys,Male,Tethys,BirthNation,1980/12/25,Tethys,2013/5/25,2023/5/24,Security,Site Control,2010/1/1,Hideki.Cocinaro@gastech.com.kronos,TethanDefenseForceArmy,HonorableDischarge,2009/10/1
Ferro,Inga,1989/6/17,Kronos,Female,Kronos,BirthNation,1989/6/17,,,,Security,Site Control,2013/1/11,Inga.Ferro@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2012/10/1
